Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.5185        -331.2078    -334.1851       2.9773   315.5
1.5190        -331.2058    -334.2299       3.0241   320.5
1.5195        -331.2040    -334.2748       3.0708   325.4
1.5200        -331.2024    -334.3146       3.1122   329.8
1.5205        -331.2003    -334.3404       3.1400   332.8
1.5210        -331.1976    -334.3445       3.1469   333.5
1.5215        -331.1940    -334.3271       3.1330   332.0
1.5220        -331.1902    -334.2976       3.1074   329.3
1.5225        -331.1863    -334.2683       3.0820   326.6
1.5230        -331.1829    -334.2487       3.0657   324.9
1.5235        -331.1798    -334.2397       3.0598   324.3
1.5240        -331.1762    -334.2344       3.0582   324.1
1.5245        -331.1719    -334.2274       3.0555   323.8
1.5250        -331.1673    -334.2182       3.0509   323.3
1.5255        -331.1620    -334.2110       3.0489   323.1
1.5260        -331.1573    -334.2137       3.0565   323.9
1.5265        -331.1522    -334.2272       3.0750   325.9
1.5270        -331.1472    -334.2476       3.1005   328.6
1.5275        -331.1419    -334.2693       3.1274   331.4
1.5280        -331.1363    -334.2877       3.1514   334.0
1.5285        -331.1302    -334.3015       3.1714   336.1
1.5290        -331.1243    -334.3142       3.1900   338.1
1.5295        -331.1184    -334.3269       3.2085   340.0
1.5300        -331.1122    -334.3375       3.2253   341.8
1.5305        -331.1061    -334.3446       3.2385   343.2
1.5310        -331.1004    -334.3458       3.2453   343.9
1.5315        -331.0938    -334.3349       3.2410   343.5
1.5320        -331.0871    -334.3132       3.2261   341.9
1.5325        -331.0805    -334.2883       3.2078   340.0
1.5330        -331.0736    -334.2669       3.1932   338.4
1.5335        -331.0670    -334.2537       3.1867   337.7
1.5340        -331.0605    -334.2496       3.1891   338.0
1.5345        -331.0539    -334.2534       3.1995   339.1
1.5350        -331.0472    -334.2624       3.2152   340.7
1.5355        -331.0407    -334.2734       3.2327   342.6
1.5360        -331.0337    -334.2826       3.2489   344.3
1.5365        -331.0267    -334.2890       3.2623   345.7
1.5370        -331.0194    -334.2929       3.2735   346.9
1.5375        -331.0123    -334.2968       3.2845   348.1
1.5380        -331.0052    -334.3041       3.2989   349.6
1.5385        -330.9983    -334.3171       3.3187   351.7
1.5390        -330.9914    -334.3339       3.3425   354.2
1.5395        -330.9847    -334.3534       3.3686   357.0
1.5400        -330.9780    -334.3751       3.3971   360.0
1.5405        -330.9713    -334.3990       3.4277   363.3
1.5410        -330.9651    -334.4249       3.4598   366.7
1.5415        -330.9589    -334.4487       3.4898   369.8
1.5420        -330.9528    -334.4668       3.5140   372.4
1.5425        -330.9470    -334.4767       3.5297   374.1
1.5430        -330.9416    -334.4779       3.5364   374.8
1.5435        -330.9361    -334.4727       3.5366   374.8
1.5440        -330.9310    -334.4658       3.5348   374.6
1.5445        -330.9264    -334.4622       3.5357   374.7
1.5450        -330.9222    -334.4655       3.5434   375.5
1.5455        -330.9186    -334.4781       3.5595   377.2
1.5460        -330.9156    -334.4971       3.5815   379.6
1.5465        -330.9129    -334.5186       3.6057   382.1
1.5470        -330.9105    -334.5408       3.6302   384.7
1.5475        -330.9089    -334.5640       3.6551   387.4
1.5480        -330.9077    -334.5885       3.6808   390.1
1.5485        -330.9071    -334.6139       3.7067   392.8
1.5490        -330.9071    -334.6392       3.7321   395.5
1.5495        -330.9079    -334.6654       3.7575   398.2
1.5500        -330.9097    -334.6935       3.7838   401.0
1.5505        -330.9123    -334.7200       3.8077   403.5
1.5510        -330.9155    -334.7386       3.8231   405.2
1.5515        -330.9189    -334.7463       3.8274   405.6
1.5520        -330.9234    -334.7457       3.8223   405.1
1.5525        -330.9289    -334.7384       3.8095   403.7
1.5530        -330.9349    -334.7256       3.7907   401.7
1.5535        -330.9423    -334.7076       3.7653   399.0
1.5540        -330.9500    -334.6819       3.7319   395.5
1.5545        -330.9577    -334.6489       3.6912   391.2
1.5550        -330.9659    -334.6132       3.6473   386.5
1.5555        -330.9751    -334.5798       3.6047   382.0
1.5560        -330.9846    -334.5490       3.5643   377.7
1.5565        -330.9943    -334.5193       3.5250   373.6
1.5570        -331.0044    -334.4889       3.4845   369.3
1.5575        -331.0141    -334.4559       3.4417   364.7
1.5580        -331.0239    -334.4253       3.4014   360.5
1.5585        -331.0341    -334.4045       3.3703   357.2
1.5590        -331.0448    -334.3985       3.3537   355.4
1.5595        -331.0561    -334.4063       3.3502   355.0
1.5600        -331.0682    -334.4171       3.3489   354.9
1.5605        -331.0798    -334.4132       3.3335   353.3
1.5610        -331.0902    -334.3849       3.2948   349.2
1.5615        -331.0997    -334.3389       3.2392   343.3
1.5620        -331.1087    -334.2956       3.1869   337.7
1.5625        -331.1183    -334.2785       3.1602   334.9
1.5630        -331.1289    -334.2991       3.1702   336.0
1.5635        -331.1404    -334.3501       3.2097   340.2
1.5640        -331.1519    -334.4097       3.2578   345.3
1.5645        -331.1627    -334.4575       3.2948   349.2
1.5650        -331.1736    -334.4838       3.3101   350.8
1.5655        -331.1833    -334.4867       3.3034   350.1
1.5660        -331.1936    -334.4745       3.2810   347.7
1.5665        -331.2038    -334.4508       3.2471   344.1
1.5670        -331.2139    -334.4174       3.2035   339.5
1.5675        -331.2236    -334.3778       3.1541   334.3
1.5680        -331.2325    -334.3403       3.1077   329.3
1.5685        -331.2413    -334.3185       3.0772   326.1
1.5690        -331.2504    -334.3229       3.0725   325.6
1.5695        -331.2602    -334.3538       3.0936   327.8
1.5700        -331.2706    -334.3991       3.1285   331.6
1.5705        -331.2808    -334.4380       3.1573   334.6
1.5710        -331.2899    -334.4526       3.1627   335.2
1.5715        -331.2980    -334.4382       3.1402   332.8
1.5720        -331.3051    -334.4054       3.1003   328.6
1.5725        -331.3121    -334.3754       3.0633   324.6
1.5730        -331.3194    -334.3677       3.0484   323.1
1.5735        -331.3274    -334.3919       3.0646   324.8
1.5740        -331.3359    -334.4420       3.1061   329.2
1.5745        -331.3444    -334.5025       3.1581   334.7
1.5750        -331.3521    -334.5589       3.2068   339.8
1.5755        -331.3600    -334.6027       3.2427   343.6
1.5760        -331.3678    -334.6266       3.2589   345.4
1.5765        -331.3750    -334.6274       3.2524   344.7
1.5770        -331.3818    -334.6075       3.2257   341.8
1.5775        -331.3882    -334.5760       3.1878   337.8
1.5780        -331.3941    -334.5490       3.1549   334.3
1.5785        -331.4010    -334.5439       3.1430   333.1
1.5790        -331.4080    -334.5656       3.1576   334.6
1.5795        -331.4159    -334.6075       3.1916   338.2
1.5800        -331.4234    -334.6540       3.2306   342.4
1.5805        -331.4308    -334.6899       3.2590   345.4
1.5810        -331.4376    -334.7054       3.2678   346.3
1.5815        -331.4439    -334.7022       3.2583   345.3
1.5820        -331.4499    -334.6893       3.2394   343.3
1.5825        -331.4561    -334.6777       3.2216   341.4
1.5830        -331.4632    -334.6755       3.2124   340.4
1.5835        -331.4701    -334.6818       3.2117   340.4
1.5840        -331.4768    -334.6925       3.2157   340.8
1.5845        -331.4831    -334.7057       3.2226   341.5
1.5850        -331.4896    -334.7232       3.2336   342.7
1.5855        -331.4965    -334.7451       3.2486   344.3
1.5860        -331.5035    -334.7670       3.2635   345.9
1.5865        -331.5104    -334.7828       3.2724   346.8
1.5870        -331.5170    -334.7886       3.2716   346.7
1.5875        -331.5234    -334.7849       3.2615   345.6
1.5880        -331.5297    -334.7768       3.2472   344.1
1.5885        -331.5360    -334.7703       3.2343   342.8
1.5890        -331.5428    -334.7691       3.2263   341.9
1.5895        -331.5493    -334.7723       3.2230   341.6
1.5900        -331.5556    -334.7775       3.2218   341.4
1.5905        -331.5621    -334.7830       3.2209   341.3
1.5910        -331.5681    -334.7879       3.2198   341.2
1.5915        -331.5742    -334.7946       3.2204   341.3
1.5920        -331.5805    -334.8051       3.2246   341.7
1.5925        -331.5872    -334.8180       3.2308   342.4
1.5930        -331.5939    -334.8268       3.2329   342.6
1.5935        -331.6004    -334.8229       3.2225   341.5
1.5940        -331.6062    -334.8015       3.1953   338.6
1.5945        -331.6114    -334.7678       3.1563   334.5
1.5950        -331.6161    -334.7341       3.1179   330.4
1.5955        -331.6216    -334.7151       3.0935   327.8
1.5960        -331.6272    -334.7155       3.0882   327.3
1.5965        -331.6331    -334.7306       3.0975   328.3
1.5970        -331.6389    -334.7492       3.1103   329.6
1.5975        -331.6443    -334.7578       3.1135   330.0
1.5980        -331.6491    -334.7470       3.0979   328.3
1.5985        -331.6531    -334.7143       3.0612   324.4
1.5990        -331.6568    -334.6641       3.0073   318.7
1.5995        -331.6599    -334.6040       2.9441   312.0
1.6000        -331.6626    -334.5439       2.8813   305.3
1.6005        -331.6651    -334.4925       2.8274   299.6
1.6010        -331.6669    -334.4575       2.7906   295.7
1.6015        -331.6684    -334.4455       2.7771   294.3
1.6020        -331.6703    -334.4582       2.7879   295.5
1.6025        -331.6723    -334.4874       2.8151   298.3
1.6030        -331.6737    -334.5165       2.8428   301.3
1.6035        -331.6743    -334.5285       2.8541   302.5
1.6040        -331.6738    -334.5116       2.8377   300.7
1.6045        -331.6718    -334.4664       2.7947   296.2
1.6050        -331.6687    -334.4103       2.7416   290.5
1.6055        -331.6653    -334.3687       2.7033   286.5
1.6060        -331.6628    -334.3627       2.6999   286.1
1.6065        -331.6607    -334.3946       2.7339   289.7
1.6070        -331.6585    -334.4492       2.7907   295.8
1.6075        -331.6553    -334.5042       2.8490   301.9
1.6080        -331.6509    -334.5434       2.8925   306.5
1.6085        -331.6451    -334.5618       2.9166   309.1
1.6090        -331.6390    -334.5652       2.9262   310.1
1.6095        -331.6323    -334.5602       2.9278   310.3
1.6100        -331.6257    -334.5532       2.9275   310.2
1.6105        -331.6182    -334.5512       2.9330   310.8
1.6110        -331.6103    -334.5628       2.9525   312.9
1.6115        -331.6024    -334.5959       2.9934   317.2
1.6120        -331.5944    -334.6534       3.0590   324.2
1.6125        -331.5869    -334.7315       3.1445   333.2
1.6130        -331.5795    -334.8144       3.2349   342.8
1.6135        -331.5716    -334.8810       3.3094   350.7
1.6140        -331.5627    -334.9142       3.3515   355.2
1.6145        -331.5528    -334.9114       3.3587   355.9
1.6150        -331.5427    -334.8857       3.3430   354.3
1.6155        -331.5327    -334.8567       3.3240   352.3
1.6160        -331.5240    -334.8413       3.3173   351.6
1.6165        -331.5154    -334.8417       3.3263   352.5
1.6170        -331.5074    -334.8532       3.3458   354.6
1.6175        -331.4991    -334.8663       3.3672   356.8
1.6180        -331.4906    -334.8743       3.3837   358.6
1.6185        -331.4823    -334.8751       3.3928   359.6
1.6190        -331.4741    -334.8659       3.3918   359.5
1.6195        -331.4663    -334.8432       3.3770   357.9
1.6200        -331.4584    -334.8049       3.3464   354.6
1.6205        -331.4504    -334.7533       3.3029   350.0
1.6210        -331.4422    -334.6964       3.2541   344.9
1.6215        -331.4346    -334.6450       3.2104   340.2
1.6220        -331.4271    -334.6075       3.1804   337.1
1.6225        -331.4206    -334.5872       3.1667   335.6
1.6230        -331.4138    -334.5780       3.1642   335.3
1.6235        -331.4070    -334.5717       3.1647   335.4
1.6240        -331.3996    -334.5614       3.1619   335.1
1.6245        -331.3919    -334.5469       3.1550   334.4
1.6250        -331.3844    -334.5302       3.1457   333.4
1.6255        -331.3771    -334.5103       3.1333   332.1
1.6260        -331.3693    -334.4828       3.1135   330.0
1.6265        -331.3611    -334.4442       3.0831   326.7
1.6270        -331.3524    -334.3974       3.0450   322.7
1.6275        -331.3436    -334.3504       3.0068   318.7
1.6280        -331.3349    -334.3094       2.9745   315.2
1.6285        -331.3262    -334.2754       2.9492   312.5
1.6290        -331.3175    -334.2460       2.9284   310.3
1.6295        -331.3084    -334.2174       2.9090   308.3
1.6300        -331.2986    -334.1871       2.8884   306.1
1.6305        -331.2885    -334.1567       2.8682   304.0
1.6310        -331.2781    -334.1311       2.8531   302.4
1.6315        -331.2678    -334.1132       2.8454   301.5
1.6320        -331.2567    -334.0990       2.8423   301.2
1.6325        -331.2453    -334.0870       2.8417   301.2
1.6330        -331.2330    -334.0769       2.8439   301.4
1.6335        -331.2199    -334.0738       2.8539   302.4
1.6340        -331.2066    -334.0869       2.8803   305.2
1.6345        -331.1935    -334.1200       2.9264   310.1
1.6350        -331.1804    -334.1661       2.9857   316.4
1.6355        -331.1662    -334.2116       3.0454   322.7
1.6360        -331.1509    -334.2467       3.0958   328.1
1.6365        -331.1347    -334.2701       3.1354   332.3
1.6370        -331.1179    -334.2880       3.1701   336.0
1.6375        -331.1012    -334.3095       3.2082   340.0
